startTime,endTime,latitude,longitude
2023-12-10 18:26:29,2023-12-10 18:27:19,50.0679056701148,19.9191026439629
2023-12-10 18:16:25,2023-12-10 18:17:05,50.0679960357783,19.9181571433021
2023-12-10 18:29:04,2023-12-10 18:29:24,50.0679960357783,19.9181571433021
2023-12-10 18:15:55,2023-12-10 18:16:35,50.0682605711865,19.9181872323767
2023-12-10 18:29:34,2023-12-10 18:29:54,50.0682605711865,19.9181872323767
2023-12-10 18:15:35,2023-12-10 18:16:05,50.068534079093,19.9182153039164
2023-12-10 18:29:54,2023-12-10 18:30:24,50.068534079093,19.9182153039164
2023-12-10 18:14:55,2023-12-10 18:15:35,50.0688111005888,19.9182537736734
2023-12-10 18:30:24,2023-12-10 18:31:04,50.0688111005888,19.9182537736734
2023-12-10 18:14:35,2023-12-10 18:15:15,50.0690362153536,19.9182797215221
2023-12-10 18:30:44,2023-12-10 18:31:04,50.0690362153536,19.9182797215221
2023-12-10 18:01:35,2023-12-10 18:01:55,50.0689532081819,19.9207312496584
2023-12-10 18:02:15,2023-12-10 18:03:05,50.0684815418422,19.9207622306639
2023-12-10 18:23:49,2023-12-10 18:24:09,50.0684815418422,19.9207622306639
2023-12-10 18:04:05,2023-12-10 18:04:55,50.0681060687841,19.9198154517622
2023-12-10 18:25:19,2023-12-10 18:25:59,50.0681060687841,19.9198154517622
2023-12-10 18:03:25,2023-12-10 18:04:15,50.0682150594474,19.9202133582575
2023-12-10 18:24:39,2023-12-10 18:25:19,50.0682150594474,19.9202133582575
2023-12-10 18:02:45,2023-12-10 18:03:35,50.0683204659655,19.9206127439083
2023-12-10 18:23:59,2023-12-10 18:24:39,50.0683204659655,19.9206127439083
2023-12-10 18:02:45,2023-12-10 18:03:15,50.0682635762391,19.9207315011908
2023-12-10 18:23:49,2023-12-10 18:24:29,50.0682635762391,19.9207315011908
2023-12-10 18:02:35,2023-12-10 18:02:55,50.0683411408453,19.9209796683888
2023-12-10 18:23:19,2023-12-10 18:24:09,50.0683411408453,19.9209796683888
2023-12-10 18:08:02,2023-12-10 18:08:42,50.0670894526263,19.9202151646103
2023-12-10 18:17:06,2023-12-10 18:17:56,50.0670894526263,19.9202151646103
2023-12-10 18:20:53,2023-12-10 18:21:59,50.0670894526263,19.9202151646103
2023-12-10 18:24:34,2023-12-10 18:25:24,50.0670894526263,19.9202151646103
2023-12-10 18:17:46,2023-12-10 18:18:36,50.0669809063741,19.920618924062
2023-12-10 18:21:43,2023-12-10 18:23:09,50.0669809063741,19.920618924062
2023-12-10 18:23:54,2023-12-10 18:24:44,50.0669809063741,19.920618924062
2023-12-10 18:17:16,2023-12-10 18:17:56,50.0672253712955,19.9203762464336
2023-12-10 18:21:13,2023-12-10 18:21:43,50.0672253712955,19.9203762464336
2023-12-10 18:24:44,2023-12-10 18:25:14,50.0672253712955,19.9203762464336
2023-12-10 18:22:49,2023-12-10 18:23:29,50.0684049019518,19.9213292827922
2023-12-10 18:22:09,2023-12-10 18:22:59,50.0684969348254,19.9216348199641
2023-12-10 18:21:39,2023-12-10 18:22:19,50.0685998749937,19.9219821611245
2023-12-10 18:20:59,2023-12-10 18:21:39,50.0687221229099,19.922394866257
2023-12-10 18:01:45,2023-12-10 18:02:15,50.0687601224234,19.9207460602245
2023-12-10 18:07:39,2023-12-10 18:07:49,50.065970720189,19.912996658244
2023-12-10 18:21:55,2023-12-10 18:22:25,50.0651707785625,19.9167974749915
2023-12-10 18:22:15,2023-12-10 18:22:35,50.0650736791018,19.9164321585923
2023-12-10 17:57:55,2023-12-10 17:58:45,50.0645823120093,19.9185444439754
2023-12-10 18:13:52,2023-12-10 18:14:42,50.0645823120093,19.9185444439754
2023-12-10 18:17:35,2023-12-10 18:18:15,50.0645823120093,19.9185444439754
2023-12-10 17:59:25,2023-12-10 17:59:35,50.0645985214989,19.9193290844942
2023-12-10 18:12:52,2023-12-10 18:13:12,50.0645985214989,19.9193290844942
2023-12-10 18:16:35,2023-12-10 18:16:45,50.0645985214989,19.9193290844942
2023-12-10 17:58:35,2023-12-10 17:58:55,50.0646818208451,19.9188698976776
2023-12-10 18:13:02,2023-12-10 18:13:42,50.0646818208451,19.9188698976776
2023-12-10 18:16:45,2023-12-10 18:17:25,50.0646818208451,19.9188698976776
2023-12-10 18:19:06,2023-12-10 18:19:56,50.0667766529426,19.921386199044
2023-12-10 18:22:34,2023-12-10 18:24:19,50.0667766529426,19.921386199044
2023-12-10 18:19:46,2023-12-10 18:20:36,50.0666780810841,19.921751036364
2023-12-10 18:21:54,2023-12-10 18:22:34,50.0666780810841,19.921751036364
2023-12-10 18:23:53,2023-12-10 18:24:49,50.0666780810841,19.921751036364
2023-12-10 18:08:45,2023-12-10 18:09:15,50.0662699373753,19.9226485866534
2023-12-10 18:20:04,2023-12-10 18:20:54,50.0662699373753,19.9226485866534
2023-12-10 18:25:33,2023-12-10 18:26:13,50.0662699373753,19.9226485866534
2023-12-10 18:09:35,2023-12-10 18:09:45,50.066609012173,19.9221656377121
2023-12-10 18:20:26,2023-12-10 18:21:16,50.066609012173,19.9221656377121
2023-12-10 18:21:24,2023-12-10 18:21:54,50.066609012173,19.9221656377121
2023-12-10 18:24:43,2023-12-10 18:25:39,50.066609012173,19.9221656377121
2023-12-10 18:08:15,2023-12-10 18:09:25,50.066488724371,19.9225741216738
2023-12-10 18:20:44,2023-12-10 18:21:04,50.066488724371,19.9225741216738
2023-12-10 18:21:06,2023-12-10 18:21:56,50.066488724371,19.9225741216738
2023-12-10 18:25:23,2023-12-10 18:26:19,50.066488724371,19.9225741216738
2023-12-10 18:18:26,2023-12-10 18:19:16,50.0668822610244,19.9209949411536
2023-12-10 18:22:33,2023-12-10 18:23:49,50.0668822610244,19.9209949411536
2023-12-10 17:59:15,2023-12-10 18:00:05,50.0644115564491,19.9194122047722
2023-12-10 17:59:55,2023-12-10 18:00:45,50.0643567939723,19.9197786981049
2023-12-10 17:58:35,2023-12-10 17:59:25,50.0644827994301,19.9189810872637
2023-12-10 18:13:32,2023-12-10 18:14:02,50.0644827994301,19.9189810872637
2023-12-10 18:17:15,2023-12-10 18:17:35,50.0644827994301,19.9189810872637
2023-12-10 18:02:55,2023-12-10 18:03:15,50.0642715650108,19.921481351696
2023-12-10 18:02:35,2023-12-10 18:03:25,50.064126239728,19.9213334776595
2023-12-10 18:01:55,2023-12-10 18:02:35,50.0641836127382,19.9209280984545
2023-12-10 18:03:45,2023-12-10 18:04:05,50.064204861515,19.9219278662009
2023-12-10 18:03:15,2023-12-10 18:04:05,50.0640673617372,19.9217415435285
2023-12-10 18:04:25,2023-12-10 18:04:55,50.0641381027011,19.9223782917134
2023-12-10 18:05:05,2023-12-10 18:05:25,50.064087440049,19.9227418941043
2023-12-10 18:04:45,2023-12-10 18:05:25,50.063941778409,19.9225769835637
2023-12-10 18:03:55,2023-12-10 18:04:45,50.0640044885077,19.9221649229187
2023-12-10 18:00:35,2023-12-10 18:01:15,50.0642983688484,19.9201672025459
2023-12-10 18:01:15,2023-12-10 18:01:55,50.0642422890459,19.9205469932629
2023-12-10 18:07:56,2023-12-10 18:08:36,50.0677856237883,19.9148132309725
2023-12-10 18:11:43,2023-12-10 18:12:23,50.0677856237883,19.9148132309725
2023-12-10 18:34:44,2023-12-10 18:35:24,50.0700476147672,19.9167719960186
2023-12-10 18:35:14,2023-12-10 18:35:24,50.0701710662605,19.9166179233249
2023-12-10 18:06:56,2023-12-10 18:07:16,50.0677623951346,19.9139351060983
2023-12-10 18:10:43,2023-12-10 18:10:53,50.0677623951346,19.9139351060983
2023-12-10 18:09:25,2023-12-10 18:09:55,50.0716974826698,19.91941094407
2023-12-10 18:34:24,2023-12-10 18:34:54,50.0700581345864,19.91707070951
2023-12-10 18:13:09,2023-12-10 18:13:39,50.071517896793,19.9255777358638
2023-12-10 18:12:29,2023-12-10 18:12:59,50.0714917048468,19.9259536965863
2023-12-10 18:11:29,2023-12-10 18:12:19,50.0714660421148,19.9263772829438
2023-12-10 18:11:49,2023-12-10 18:12:29,50.07130557536,19.926360888832
2023-12-10 18:11:19,2023-12-10 18:11:49,50.0715623857668,19.9264892672487
2023-12-10 18:30:06,2023-12-10 18:30:26,50.06505986745,19.9274913669105
2023-12-10 18:29:46,2023-12-10 18:30:06,50.0652927302371,19.9273343390035
2023-12-10 18:26:56,2023-12-10 18:27:36,50.065638491363,19.9257739045986
2023-12-10 18:29:06,2023-12-10 18:29:46,50.0653701370841,19.9270026817978
2023-12-10 18:31:26,2023-12-10 18:31:46,50.0643088314647,19.9277064601338
2023-12-10 18:31:46,2023-12-10 18:32:06,50.0640597334988,19.9277801771566
2023-12-10 18:09:44,2023-12-10 18:10:34,50.0637118627878,19.9265840479976
2023-12-10 18:11:55,2023-12-10 18:12:25,50.0637118627878,19.9265840479976
2023-12-10 18:32:16,2023-12-10 18:32:26,50.0637750125619,19.9278812263442
2023-12-10 18:09:34,2023-12-10 18:10:04,50.0635317561602,19.9266120921555
2023-12-10 18:12:15,2023-12-10 18:12:45,50.0635317561602,19.9266120921555
2023-12-10 18:08:44,2023-12-10 18:09:24,50.0631373381792,19.9266738317923
2023-12-10 18:12:55,2023-12-10 18:13:35,50.0631373381792,19.9266738317923
2023-12-10 18:09:14,2023-12-10 18:09:44,50.0633423172583,19.9266421601584
2023-12-10 18:12:35,2023-12-10 18:13:15,50.0633423172583,19.9266421601584
2023-12-10 18:13:35,2023-12-10 18:13:55,50.0630352158845,19.9271329909361
2023-12-10 18:14:15,2023-12-10 18:14:25,50.0631344611404,19.9274714476027
2023-12-10 18:08:44,2023-12-10 18:08:54,50.0629371227858,19.9267928338398
2023-12-10 18:07:54,2023-12-10 18:08:04,50.0627384459312,19.9260865998134
2023-12-10 18:08:04,2023-12-10 18:08:44,50.0628347767735,19.9264304249798
2023-12-10 18:30:26,2023-12-10 18:30:56,50.0648268208193,19.9275603982203
2023-12-10 18:16:09,2023-12-10 18:16:39,50.0701136191446,19.9245179437021
2023-12-10 18:16:39,2023-12-10 18:16:59,50.0699177183587,19.9244133623562
2023-12-10 18:16:59,2023-12-10 18:17:29,50.0697237117342,19.9243094379533
2023-12-10 18:17:19,2023-12-10 18:17:49,50.0695373053464,19.924210652748
2023-12-10 18:17:39,2023-12-10 18:18:09,50.0693638524785,19.9241610302936
2023-12-10 18:20:19,2023-12-10 18:20:59,50.0688254463228,19.9227449959204
2023-12-10 18:19:39,2023-12-10 18:20:19,50.0689438607528,19.9231421451094
2023-12-10 18:17:59,2023-12-10 18:18:29,50.0691796191259,19.9240832915321
2023-12-10 18:04:25,2023-12-10 18:04:55,50.0680007262555,19.9241564641759
2023-12-10 18:04:55,2023-12-10 18:05:25,50.0677334551465,19.9240347671902
2023-12-10 18:19:44,2023-12-10 18:20:34,50.066196373586,19.9228698197943
2023-12-10 18:25:53,2023-12-10 18:26:33,50.066196373586,19.9228698197943
2023-12-10 18:07:55,2023-12-10 18:08:45,50.0664326493174,19.922858381608
2023-12-10 18:21:36,2023-12-10 18:22:26,50.0664326493174,19.922858381608
2023-12-10 18:25:59,2023-12-10 18:26:39,50.0664326493174,19.922858381608
2023-12-10 18:07:45,2023-12-10 18:08:45,50.0664942382733,19.9228678976601
2023-12-10 18:21:36,2023-12-10 18:22:26,50.0664942382733,19.9228678976601
2023-12-10 18:25:59,2023-12-10 18:26:49,50.0664942382733,19.9228678976601
2023-12-10 18:21:56,2023-12-10 18:22:46,50.0663608975961,19.9231005274537
