startTime,endTime,longitude,latitude
2023-12-10 18:13:07.686027,2023-12-10 18:44:29,19.9195372500279,50.0528133574537
2023-12-10 18:27:56.577924,2023-12-10 18:44:29,19.9318971019238,50.0647233356508
