Unnamed: 0,time,course,haccuracy,latitude,longitude,speed,At,d,v,level_0
54,2018-11-05 18:23:08,299.0883283582259,32.00483309472351,41.31576925554609,2.0224875414510017,0.4895975291728973,1.0,0.8114250454301024,0.8114250454301024,
55,2018-11-05 18:23:09,303.53595630044146,32.00483309472351,41.31577138495077,2.022478248566401,0.5084248557686806,1.0,0.8114250212147317,0.8114250212147317,
56,2018-11-05 18:23:10,307.983584242657,32.00483309472351,41.315773514355456,2.0224689556817994,0.5272521823644638,1.0,0.8114249967333331,0.8114249967333331,
57,2018-11-05 18:23:11,312.4312121848725,32.00483309472351,41.31577564376013,2.022459662797198,0.546079508960247,1.0,0.811424972677564,0.811424972677564,
58,2018-11-05 18:23:12,316.8788401270881,32.00483309472351,41.31577777316482,2.022450369912597,0.5649068355560303,1.0,0.7407649000769867,0.7407649000769867,
59,2018-11-05 18:23:13,319.485750301823,32.00483309472351,41.31578139332408,2.0224429241396624,0.6852935353914896,1.0,0.740764870686462,0.740764870686462,
60,2018-11-05 18:23:14,322.0926604765579,32.00483309472351,41.315785013483335,2.0224354783667278,0.8056802352269491,1.0,0.7407648420923582,0.7407648420923582,
61,2018-11-05 18:23:15,324.6995706512928,32.00483309472351,41.3157886336426,2.0224280325937927,0.9260669350624084,1.0,1.644620490743738,1.644620490743738,
62,2018-11-05 18:23:16,322.5621585731857,32.00483309472351,41.31579639078643,2.0224112661296187,0.9084811210632324,1.0,1.6446203493051226,1.6446203493051226,
63,2018-11-05 18:23:17,320.4247464950785,32.00483309472351,41.31580414793027,2.0223944996654444,0.8908953070640564,1.0,0.6972601834055406,0.6972601834055406,
64,2018-11-05 18:23:18,320.3173554307584,28.004228957883072,41.31580710817062,2.0223871397663906,0.9084660708904266,1.0,0.69726015920234,0.69726015920234,
65,2018-11-05 18:23:19,320.20996436643827,24.00362482104263,41.31581006841097,2.0223797798673364,0.9260368347167968,1.0,0.6972601342204708,0.6972601342204708,
66,2018-11-05 18:23:20,320.1025733021182,20.00302068420219,41.31581302865131,2.022372419968282,0.9436075985431672,1.0,0.6972601095788904,0.6972601095788904,
67,2018-11-05 18:23:21,319.9951822377981,16.002416547361754,41.31581598889166,2.0223650600692284,0.9611783623695374,1.0,1.128858215983003,1.128858215983003,
68,2018-11-05 18:23:22,316.4975789676179,16.002416547361754,41.315823304139535,2.022355687869998,0.9469011227289836,1.0,1.1288581556680068,1.1288581556680068,
69,2018-11-05 18:23:23,312.99997569743783,16.002416547361754,41.31583061938742,2.022346315670767,0.9326238830884298,1.0,1.128858094162949,1.128858094162949,
70,2018-11-05 18:23:24,309.5023724272577,16.002416547361754,41.3158379346353,2.0223369434715366,0.918346643447876,1.0,1.2667974304587706,1.2667974304587706,
71,2018-11-05 18:23:25,309.062754131519,16.002416547361754,41.315845429386286,2.0223255196935663,0.8067920804023743,1.0,1.2667973473189071,1.2667973473189071,
72,2018-11-05 18:23:26,308.6231358357803,16.002416547361754,41.31585292413727,2.022314095915596,0.6952375173568726,1.0,1.1891201019585018,1.1891201019585018,
73,2018-11-05 18:23:27,310.3790408676072,16.002416547361754,41.31586201344698,2.022306594208472,0.3511283118277787,1.0,1.1891200559284396,1.1891200559284396,
74,2018-11-05 18:23:28,312.13494589943406,16.002416547361754,41.315871102756695,2.022299092501348,0.007019106298685,1.0,0.2957752212424636,0.2957752212424636,
75,2018-11-05 18:23:29,311.5762295951379,16.002416547361754,41.3158737349556,2.0222985820784465,0.033402589149773,1.0,0.2957752202125213,0.2957752202125213,
76,2018-11-05 18:23:30,311.01751329084163,16.002416547361754,41.31587636715449,2.0222980716555448,0.0597860720008611,1.0,0.2957752207409106,0.2957752207409106,
77,2018-11-05 18:23:31,310.4587969865454,16.002416547361754,41.31587899935339,2.0222975612326435,0.0861695548519491,1.0,0.2957752204981522,0.2957752204981522,
78,2018-11-05 18:23:32,309.9000806822492,16.002416547361754,41.31588163155229,2.0222970508097418,0.1125530377030372,1.0,0.1200937736546341,0.1200937736546341,
79,2018-11-05 18:23:33,310.20879157235544,16.002416547361754,41.31588266389343,2.0222966282352783,0.0891852569766342,1.0,0.1200937734903765,0.1200937734903765,
80,2018-11-05 18:23:34,310.5175024624617,16.002416547361754,41.315883696234565,2.022296205660815,0.0658174762502312,1.0,0.1200937740813205,0.1200937740813205,
81,2018-11-05 18:23:35,310.82621335256795,16.002416547361754,41.31588472857571,2.0222957830863515,0.0424496955238282,1.0,0.1200937731618613,0.1200937731618613,
82,2018-11-05 18:23:36,311.1349242426742,16.002416547361754,41.31588576091685,2.022295360511888,0.0190819147974252,1.0,0.0553971621204232,0.0553971621204232,
83,2018-11-05 18:23:37,311.102938466791,16.002416547361754,41.31588571289102,2.022296020731425,0.016996624181047,1.0,0.05539716227394,0.05539716227394,
84,2018-11-05 18:23:38,311.0709526909078,16.002416547361754,41.31588566486518,2.022296680950962,0.0149113335646688,1.0,0.0553971622012975,0.0553971622012975,
85,2018-11-05 18:23:39,311.0389669150247,16.002416547361754,41.31588561683935,2.022297341170499,0.0128260429482906,1.0,0.0553971622417346,0.0553971622417346,
86,2018-11-05 18:23:40,311.0069811391415,16.002416547361754,41.31588556881351,2.022298001390036,0.0107407523319125,1.0,0.8240871668522247,0.8240871668522247,
87,2018-11-05 18:23:41,310.50201842361326,16.002416547361754,41.31589032039897,2.0222904289046637,0.0980819801334291,1.0,0.8240871314721692,0.8240871314721692,
88,2018-11-05 18:23:42,309.99705570808504,16.002416547361754,41.31589507198443,2.0222828564192907,0.1854232079349458,1.0,0.8240870965702024,0.8240870965702024,
89,2018-11-05 18:23:43,309.4920929925568,16.002416547361754,41.31589982356989,2.022275283933918,0.2727644357364625,1.0,0.8240870607120515,0.8240870607120515,
90,2018-11-05 18:23:44,308.9871302770286,16.002416547361754,41.31590457515535,2.022267711448546,0.3601056635379791,1.0,0.0805924351916669,0.0805924351916669,
91,2018-11-05 18:23:45,314.46507859516225,16.002416547361754,41.315905299629065,2.022267683161166,0.2761133946478367,1.0,0.0805924359795579,0.0805924359795579,
92,2018-11-05 18:23:46,319.9430269132959,16.002416547361754,41.31590602410279,2.0222676548737866,0.1921211257576942,1.0,0.0805924351901275,0.0805924351901275,
93,2018-11-05 18:23:47,325.4209752314296,16.002416547361754,41.3159067485765,2.0222676265864066,0.1081288568675517,1.0,0.0805924351893577,0.0805924351893577,
94,2018-11-05 18:23:48,330.8989235495632,16.002416547361754,41.31590747305022,2.0222675982990266,0.0241365879774093,1.0,0.1792573324225398,0.1792573324225398,
95,2018-11-05 18:23:49,337.88770971210363,16.002416547361754,41.31590587019155,2.022267827790436,0.0534640587866305,1.0,0.1792573324768981,0.1792573324768981,
96,2018-11-05 18:23:50,344.8764958746441,16.002416547361754,41.31590426733288,2.022268057281845,0.0827915295958518,1.0,0.1792573325272907,0.1792573325272907,
97,2018-11-05 18:23:51,351.86528203718456,16.002416547361754,41.315902664474216,2.0222682867732544,0.1121190004050731,1.0,0.1792573325737179,0.1792573325737179,
98,2018-11-05 18:23:52,358.85406819972496,16.002416547361754,41.31590106161555,2.0222685162646634,0.1414464712142944,1.0,0.6065349848616935,0.6065349848616935,
99,2018-11-05 18:23:53,269.25802481396863,13.50203896183648,41.31590321992274,2.022261846494286,0.1468159072101115,1.0,0.6065349679223953,0.6065349679223953,
100,2018-11-05 18:23:54,179.66198142821224,11.001661376311208,41.31590537822993,2.0222551767239088,0.1521853432059287,1.0,0.6065349509830963,0.6065349509830963,
101,2018-11-05 18:23:55,90.06593804245591,8.501283790785934,41.31590753653712,2.0222485069535314,0.1575547792017459,1.0,0.6065349340437965,0.6065349340437965,
102,2018-11-05 18:23:56,0.4698946566995165,6.000906205260658,41.31590969484431,2.022241837183154,0.1629242151975631,1.0,0.0647091089269316,0.0647091089269316,
103,2018-11-05 18:23:57,89.3745862946672,6.5009817223657125,41.31591005647377,2.0222412301372423,0.1232459894381462,1.0,0.0647091087065589,0.0647091087065589,
